hours,Ordered,Collected,Received,First Result,Final Verified
26,1.0,0.9576886881234707,0.9557876905702992,0.9639939770374553,0.9639751552795031
27,1.0,0.9576886881234707,0.9558065123282514,0.9640504423113119,0.9640316205533597
28,1.0,0.9576886881234707,0.9558441558441558,0.9640504423113119,0.9640316205533597
29,1.0,0.9576886881234707,0.9558817993600602,0.9641257293431207,0.9641069075851685
30,1.0,0.9576886881234707,0.9559006211180124,0.9642198381328816,0.9642010163749294
31,1.0,0.9576886881234707,0.9559006211180124,0.9644645209862601,0.9644268774703557
32,1.0,0.9576886881234707,0.9559194428759646,0.9647280255975909,0.9647092038396387
33,1.0,0.9576886881234707,0.9559194428759646,0.9650856389986825,0.9650668172407303
34,1.0,0.9576886881234707,0.9559194428759646,0.9652926783361566,0.9652738565782044
35,1.0,0.9576886881234707,0.9559194428759646,0.9655750047054394,0.965518539431583
36,1.0,0.9576886881234707,0.9559194428759646,0.9659702616224355,0.9659514398644834
37,1.0,0.9576886881234707,0.9559194428759646,0.9663278750235272,0.9662902315076228
38,1.0,0.9576886881234707,0.9559194428759646,0.966892527762093,0.966892527762093
39,1.0,0.9576886881234707,0.9559194428759646,0.9671748541313758,0.9671560323734236
40,1.0,0.9576886881234707,0.9559194428759646,0.967287784679089,0.9672689629211368
41,1.0,0.9576886881234707,0.9559194428759646,0.9673254281949935,0.9673066064370412
42,1.0,0.9576886881234707,0.9559194428759646,0.9673442499529457,0.9673254281949935
43,1.0,0.9576886881234707,0.9559194428759646,0.9673442499529457,0.9673254281949935
44,1.0,0.9576886881234707,0.9559194428759646,0.96738189346885,0.9673630717108977
45,1.0,0.9576886881234707,0.9559194428759646,0.9674195369847544,0.9674007152268022
46,1.0,0.9576886881234707,0.9559194428759646,0.9674195369847544,0.9674007152268022
47,1.0,0.9576886881234707,0.9559382646339168,0.9674195369847544,0.9674007152268022
48,1.0,0.957707509881423,0.9559382646339168,0.9674195369847544,0.9674007152268022
49,1.0,0.957707509881423,0.9559382646339168,0.9674383587427066,0.9674195369847544
50,1.0,0.957707509881423,0.9559382646339168,0.9674383587427066,0.9674195369847544
51,1.0,0.957707509881423,0.9559382646339168,0.9674571805006588,0.9674383587427066
52,1.0,0.957707509881423,0.9559382646339168,0.9675136457745154,0.9674948240165632
53,1.0,0.957707509881423,0.9559382646339168,0.9676077545642763,0.9675889328063241
54,1.0,0.957707509881423,0.9559382646339168,0.9678336156597026,0.9678147939017504
55,1.0,0.957707509881423,0.955957086391869,0.9681347637869377,0.9680971202710333
56,1.0,0.957707509881423,0.955957086391869,0.96875588179936,0.96875588179936
57,1.0,0.957707509881423,0.955957086391869,0.969132316958404,0.9691134952004518
58,1.0,0.957707509881423,0.955957086391869,0.9694899303594956,0.9694711086015434
59,1.0,0.957707509881423,0.955957086391869,0.970111048371918,0.9700545830980614
60,1.0,0.957707509881423,0.955957086391869,0.9706568793525315,0.9706192358366271
61,1.0,0.957707509881423,0.955957086391869,0.9710333145115754,0.970995670995671
62,1.0,0.957707509881423,0.955957086391869,0.9712968191229061,0.9712591756070017
63,1.0,0.957707509881423,0.955957086391869,0.9714285714285714,0.9714097496706192
64,1.0,0.957707509881423,0.955957086391869,0.9714662149444758,0.9714473931865236
65,1.0,0.957707509881423,0.955957086391869,0.971485036702428,0.9714662149444758
66,1.0,0.957707509881423,0.955957086391869,0.9715038584603802,0.971485036702428
67,1.0,0.957707509881423,0.955957086391869,0.9715226802183324,0.971485036702428
68,1.0,0.957707509881423,0.955957086391869,0.9715226802183324,0.9715038584603802
69,1.0,0.957707509881423,0.955957086391869,0.9715415019762846,0.9715415019762846
70,1.0,0.957707509881423,0.955957086391869,0.9715415019762846,0.9715415019762846
71,1.0,0.957707509881423,0.955957086391869,0.9715603237342367,0.9715603237342367
72,1.0,0.957707509881423,0.955957086391869,0.9715603237342367,0.9715603237342367
73,1.0,0.957707509881423,0.955957086391869,0.9715791454921889,0.9715791454921889
74,1.0,0.957707509881423,0.955957086391869,0.9715979672501411,0.9715979672501411
75,1.0,0.957707509881423,0.955957086391869,0.9716920760399022,0.97167325428195
76,1.0,0.957707509881423,0.955957086391869,0.9719932241671372,0.9719555806512328
77,1.0,0.957707509881423,0.955957086391869,0.972369659326181,0.972369659326181
78,1.0,0.957707509881423,0.955957086391869,0.9727460944852249,0.9727272727272728
79,1.0,0.957707509881423,0.955957086391869,0.9731601731601731,0.973141351402221
80,1.0,0.957707509881423,0.955957086391869,0.973724825898739,0.9737060041407868
81,1.0,0.957707509881423,0.9559759081498211,0.9744965179747789,0.9744965179747789
82,1.0,0.957707509881423,0.9559947299077733,0.9752493882928666,0.9752117447769622
83,1.0,0.957707509881423,0.9559947299077733,0.9758140410314323,0.9757952192734801
84,1.0,0.957707509881423,0.9560135516657255,0.9760963674007153,0.9760775456427631
85,1.0,0.957707509881423,0.9560135516657255,0.9762845849802372,0.976265763222285
86,1.0,0.957707509881423,0.9560135516657255,0.9763222284961416,0.9763222284961416
87,1.0,0.957707509881423,0.9560135516657255,0.9763598720120459,0.9763598720120459
88,1.0,0.957707509881423,0.9560135516657255,0.9763598720120459,0.9763598720120459
89,1.0,0.957707509881423,0.9560135516657255,0.9763598720120459,0.9763598720120459
90,1.0,0.957707509881423,0.9560135516657255,0.9763598720120459,0.9763598720120459
91,1.0,0.957707509881423,0.9560135516657255,0.9763598720120459,0.9763598720120459
92,1.0,0.957707509881423,0.9560135516657255,0.9763598720120459,0.9763598720120459
93,1.0,0.957707509881423,0.9560135516657255,0.9763786937699981,0.9763786937699981
94,1.0,0.957707509881423,0.9560135516657255,0.9763786937699981,0.9763786937699981
95,1.0,0.957707509881423,0.9560323734236778,0.9763786937699981,0.9763786937699981
96,1.0,0.9577263316393752,0.9560323734236778,0.9763975155279503,0.9763975155279503
97,1.0,0.9577263316393752,0.9560323734236778,0.9764351590438547,0.9764351590438547
98,1.0,0.9577263316393752,0.9560323734236778,0.9764351590438547,0.9764351590438547
99,1.0,0.9577263316393752,0.9560323734236778,0.9764351590438547,0.9764351590438547
100,1.0,0.9577263316393752,0.9560323734236778,0.9764351590438547,0.9764351590438547
101,1.0,0.9577263316393752,0.9560323734236778,0.9764539808018069,0.9764539808018069
102,1.0,0.9577263316393752,0.95605119518163,0.9764728025597591,0.9764728025597591
103,1.0,0.9577263316393752,0.95605119518163,0.9764728025597591,0.9764728025597591
104,1.0,0.9577263316393752,0.95605119518163,0.9764728025597591,0.9764728025597591
105,1.0,0.9577263316393752,0.95605119518163,0.9764728025597591,0.9764728025597591
106,1.0,0.9577263316393752,0.95605119518163,0.9764728025597591,0.9764728025597591
107,1.0,0.9577263316393752,0.95605119518163,0.9764916243177113,0.9764916243177113
108,1.0,0.9577263316393752,0.95605119518163,0.9765104460756635,0.9765104460756635
109,1.0,0.9577263316393752,0.95605119518163,0.9765104460756635,0.9765104460756635
110,1.0,0.9577263316393752,0.95605119518163,0.9765292678336157,0.9765292678336157
111,1.0,0.9577263316393752,0.95605119518163,0.9766421983813288,0.9766421983813288
112,1.0,0.9577263316393752,0.95605119518163,0.9766421983813288,0.9766421983813288
113,1.0,0.9577263316393752,0.95605119518163,0.9766421983813288,0.9766421983813288
114,1.0,0.9577263316393752,0.95605119518163,0.9766421983813288,0.9766421983813288
115,1.0,0.9577263316393752,0.95605119518163,0.976661020139281,0.976661020139281
116,1.0,0.9577263316393752,0.95605119518163,0.9766798418972332,0.9766798418972332
117,1.0,0.9577263316393752,0.95605119518163,0.9766798418972332,0.9766798418972332
118,1.0,0.9577263316393752,0.95605119518163,0.9766798418972332,0.9766798418972332
119,1.0,0.9577263316393752,0.95605119518163,0.9766798418972332,0.9766798418972332
120,1.0,0.9577263316393752,0.95605119518163,0.9766798418972332,0.9766798418972332
